District,Area,Rooms,Building,Owner,Full_price
Śródmieście,58.0,2.0,apartamentowiec,biuro nieruchomości,5500.0
Bemowo,64.0,3.0,blok,prywatny,5000.0
Mokotów,37.0,2.0,blok,prywatny,4240.0
Śródmieście,40.0,1.0,kamienica,biuro nieruchomości,5500.0
Praga-Północ,45.0,1.0,kamienica,biuro nieruchomości,2700.0
Wilanów,91.78,3.0,apartamentowiec,biuro nieruchomości,7500.0
Mokotów,82.0,3.0,blok,biuro nieruchomości,5500.0
Mokotów,90.0,3.0,blok,biuro nieruchomości,5700.0
Praga-Południe,38.0,2.0,apartamentowiec,prywatny,3900.0
Śródmieście,60.0,2.0,apartamentowiec,biuro nieruchomości,5500.0
Śródmieście,46.0,2.0,blok,biuro nieruchomości,3800.0
Wola,53.0,2.0,apartamentowiec,biuro nieruchomości,4000.0
Wawer,37.0,2.0,blok,prywatny,3500.0
Wola,18.0,1.0,blok,prywatny,2510.0
Śródmieście,31.0,1.0,kamienica,prywatny,3600.0
Bemowo,37.0,2.0,apartamentowiec,prywatny,3800.0
Śródmieście,40.0,2.0,apartamentowiec,biuro nieruchomości,4200.0
Mokotów,87.0,3.0,apartamentowiec,biuro nieruchomości,6390.0
Białołęka,42.0,2.0,blok,prywatny,3050.0
Bemowo,48.0,2.0,blok,prywatny,3650.0
Wilanów,113.0,4.0,apartamentowiec,prywatny,10000.0
Mokotów,47.0,2.0,apartamentowiec,biuro nieruchomości,5975.0
Śródmieście,320.0,3.0,apartamentowiec,biuro nieruchomości,30000.0
Wola,55.0,2.0,apartamentowiec,biuro nieruchomości,3950.0
Mokotów,135.0,4.0,apartamentowiec,biuro nieruchomości,7000.0
Ochota,70.0,2.0,apartamentowiec,biuro nieruchomości,6500.0
Śródmieście,99.0,3.0,kamienica,biuro nieruchomości,15000.0
Ochota,36.0,1.0,blok,biuro nieruchomości,2701.0
Wilanów,55.0,2.0,apartamentowiec,prywatny,5168.0
Wilanów,42.0,2.0,blok,prywatny,3800.0
Żoliborz,70.0,3.0,kamienica,biuro nieruchomości,5520.0
Mokotów,53.1,3.0,blok,biuro nieruchomości,3500.0
Wola,40.0,2.0,apartamentowiec,biuro nieruchomości,4500.0
Bemowo,45.5,2.0,blok,prywatny,4260.0
Mokotów,135.0,4.0,apartamentowiec,prywatny,7000.0
Praga-Północ,70.0,3.0,kamienica,biuro nieruchomości,5501.0
Mokotów,73.0,3.0,blok,biuro nieruchomości,6000.0
Wola,36.27,2.0,apartamentowiec,biuro nieruchomości,7400.0
Ursus,43.46,2.0,apartamentowiec,biuro nieruchomości,3000.0
Ochota,93.0,4.0,apartamentowiec,biuro nieruchomości,9951.0
Bemowo,32.0,1.0,blok,prywatny,3110.0
Bielany,80.0,3.0,blok,biuro nieruchomości,6250.0
Mokotów,122.0,5.0,blok,biuro nieruchomości,8200.0
Śródmieście,120.0,3.0,kamienica,prywatny,20000.0
Ochota,95.0,4.0,dom wolnostojący,biuro nieruchomości,9250.0
Śródmieście,56.0,2.0,kamienica,biuro nieruchomości,5500.0
Mokotów,40.0,2.0,blok,prywatny,3500.0
Praga-Południe,30.0,1.0,blok,biuro nieruchomości,3000.0
Żoliborz,49.0,2.0,blok,biuro nieruchomości,5800.0
Wilanów,51.53,2.0,blok,prywatny,3970.0
Targówek,52.59,2.0,blok,biuro nieruchomości,3250.0
Mokotów,61.0,3.0,apartamentowiec,prywatny,4850.0
Mokotów,80.0,3.0,kamienica,prywatny,4800.0
Włochy,51.5,3.0,apartamentowiec,biuro nieruchomości,4300.0
Wesoła,70.0,3.0,blok,prywatny,3500.0
Mokotów,40.0,1.0,apartamentowiec,biuro nieruchomości,3515.0
Bemowo,57.0,2.0,apartamentowiec,prywatny,4260.0
Ursynów,59.0,2.0,apartamentowiec,biuro nieruchomości,5250.0
Wilanów,60.0,3.0,blok,prywatny,4610.51
Śródmieście,65.0,2.0,kamienica,biuro nieruchomości,7500.0
Wola,70.0,2.0,apartamentowiec,biuro nieruchomości,7500.0
Ochota,95.0,4.0,apartamentowiec,biuro nieruchomości,8500.0
Praga-Południe,47.0,2.0,apartamentowiec,biuro nieruchomości,3900.0
Wilanów,52.0,2.0,blok,prywatny,3500.0
Ursus,73.0,4.0,apartamentowiec,biuro nieruchomości,6700.0
Ochota,165.0,5.0,blok,biuro nieruchomości,10000.0
Ursus,47.0,2.0,blok,biuro nieruchomości,3530.0
Praga-Północ,36.0,2.0,kamienica,biuro nieruchomości,3200.0
Żoliborz,100.0,4.0,apartamentowiec,prywatny,7500.0
Mokotów,34.0,1.0,apartamentowiec,biuro nieruchomości,3650.0
Ursus,40.0,2.0,blok,prywatny,3550.0
Włochy,44.4,2.0,apartamentowiec,biuro nieruchomości,3800.0
Praga-Południe,30.0,1.0,blok,prywatny,3550.0
Praga-Południe,54.5,3.0,blok,prywatny,4100.0
Śródmieście,31.0,1.0,kamienica,prywatny,3880.0
Mokotów,102.0,4.0,blok,biuro nieruchomości,8550.0
Ursus,77.0,3.0,blok,biuro nieruchomości,6400.0
Wilanów,92.0,3.0,blok,biuro nieruchomości,9100.0
Bielany,69.0,3.0,blok,biuro nieruchomości,5950.0
Białołęka,64.0,2.0,blok,biuro nieruchomości,4200.0
Wilanów,240.28,5.0,apartamentowiec,biuro nieruchomości,32100.0
Mokotów,138.0,4.0,apartamentowiec,biuro nieruchomości,16860.0
Ochota,89.0,3.0,kamienica,biuro nieruchomości,6000.0
Ursynów,44.0,2.0,blok,biuro nieruchomości,4400.0
Mokotów,138.52,4.0,blok,biuro nieruchomości,10500.0
Ursus,43.0,2.0,blok,prywatny,4100.0
Bemowo,48.0,2.0,apartamentowiec,biuro nieruchomości,3100.0
Wilanów,92.0,3.0,apartamentowiec,biuro nieruchomości,7500.0
Mokotów,68.5,4.0,blok,biuro nieruchomości,6650.0
Mokotów,68.0,3.0,apartamentowiec,biuro nieruchomości,4500.0
Wola,50.0,2.0,apartamentowiec,biuro nieruchomości,5700.0
Mokotów,108.1,4.0,apartamentowiec,biuro nieruchomości,9400.0
Praga-Południe,80.0,4.0,kamienica,biuro nieruchomości,5750.0
Śródmieście,55.0,3.0,kamienica,biuro nieruchomości,7080.0
Bemowo,74.0,3.0,blok,prywatny,5400.0
Wola,81.0,3.0,apartamentowiec,biuro nieruchomości,12900.0
Wilanów,70.0,2.0,apartamentowiec,biuro nieruchomości,5600.0
Mokotów,120.0,4.0,apartamentowiec,biuro nieruchomości,8200.0
Wola,42.62,2.0,blok,prywatny,3500.0
Bemowo,66.0,3.0,blok,prywatny,4150.0
Wola,34.0,2.0,apartamentowiec,biuro nieruchomości,5500.0
Mokotów,86.5,3.0,kamienica,biuro nieruchomości,7250.0
Mokotów,47.0,2.0,apartamentowiec,biuro nieruchomości,7450.0
Targówek,43.0,2.0,blok,biuro nieruchomości,3390.0
Bielany,70.0,3.0,blok,biuro nieruchomości,5950.0
Wilanów,84.0,3.0,apartamentowiec,biuro nieruchomości,6875.0
Białołęka,44.1,2.0,blok,biuro nieruchomości,2900.0
Żoliborz,61.0,2.0,apartamentowiec,biuro nieruchomości,6735.0
Włochy,34.0,2.0,apartamentowiec,biuro nieruchomości,5080.0
Wilanów,153.0,4.0,apartamentowiec,biuro nieruchomości,22000.0
Włochy,70.0,3.0,blok,biuro nieruchomości,7362.64
Mokotów,74.03,3.0,apartamentowiec,biuro nieruchomości,9200.0
Śródmieście,34.0,1.0,kamienica,biuro nieruchomości,2800.0
Włochy,32.0,2.0,apartamentowiec,biuro nieruchomości,5500.0
Bielany,35.0,2.0,blok,biuro nieruchomości,2550.0
Praga-Północ,96.45,4.0,apartamentowiec,biuro nieruchomości,15000.0
Praga-Północ,56.0,2.0,apartamentowiec,biuro nieruchomości,5200.0
Wola,78.5,3.0,blok,biuro nieruchomości,6250.0
Śródmieście,71.5,2.0,kamienica,biuro nieruchomości,5850.0
Wola,50.0,2.0,blok,biuro nieruchomości,4214.78
Śródmieście,50.73,2.0,kamienica,biuro nieruchomości,3800.0
Żoliborz,45.0,2.0,blok,prywatny,3600.0
Bemowo,35.0,1.0,blok,prywatny,3000.0
Bemowo,66.3,3.0,blok,prywatny,4700.0
Praga-Południe,56.0,3.0,apartamentowiec,prywatny,4900.0
Mokotów,80.0,3.0,apartamentowiec,biuro nieruchomości,8500.0
Wilanów,87.0,3.0,apartamentowiec,biuro nieruchomości,7650.0
Mokotów,140.0,4.0,apartamentowiec,biuro nieruchomości,16700.0
Wola,100.0,4.0,apartamentowiec,biuro nieruchomości,10001.0
Mokotów,111.0,3.0,apartamentowiec,biuro nieruchomości,9000.0
Śródmieście,52.0,2.0,apartamentowiec,biuro nieruchomości,4800.0
Bemowo,46.0,2.0,blok,prywatny,3400.0
Praga-Południe,30.0,1.0,apartamentowiec,prywatny,3300.0
Żoliborz,50.0,2.0,apartamentowiec,biuro nieruchomości,5300.0
Mokotów,61.0,3.0,blok,biuro nieruchomości,5750.0
Mokotów,39.56,2.0,blok,biuro nieruchomości,4100.0
Wola,80.0,3.0,apartamentowiec,biuro nieruchomości,5100.0
Wilanów,83.0,3.0,dom wolnostojący,biuro nieruchomości,9700.0
Mokotów,31.0,1.0,blok,prywatny,2650.0
Włochy,42.0,2.0,apartamentowiec,biuro nieruchomości,4230.0
Wola,83.0,4.0,apartamentowiec,biuro nieruchomości,11199.0
Wola,72.0,3.0,kamienica,biuro nieruchomości,5000.0
Śródmieście,120.0,4.0,apartamentowiec,biuro nieruchomości,9300.0
Ochota,40.0,2.0,blok,prywatny,3800.0
Żoliborz,49.94,3.0,kamienica,biuro nieruchomości,4200.0
Praga-Południe,64.0,3.0,blok,prywatny,4012.0
Mokotów,141.0,4.0,apartamentowiec,biuro nieruchomości,19500.0
Mokotów,63.0,2.0,kamienica,biuro nieruchomości,4200.0
Bemowo,37.0,2.0,blok,biuro nieruchomości,2500.0
Praga-Północ,49.0,3.0,blok,biuro nieruchomości,2300.0
Włochy,41.3,2.0,blok,biuro nieruchomości,2100.0
Włochy,48.42,3.0,kamienica,biuro nieruchomości,4000.0
Mokotów,102.0,4.0,apartamentowiec,biuro nieruchomości,13000.0
Śródmieście,51.0,2.0,kamienica,biuro nieruchomości,3801.0
Bielany,109.6,3.0,blok,biuro nieruchomości,9000.0
Mokotów,135.0,4.0,apartamentowiec,biuro nieruchomości,7000.0
Śródmieście,49.0,2.0,apartamentowiec,biuro nieruchomości,5000.0
Praga-Południe,52.0,2.0,blok,biuro nieruchomości,3701.0
Praga-Południe,46.0,2.0,blok,prywatny,3700.0
Wola,32.0,2.0,apartamentowiec,biuro nieruchomości,4000.0
Włochy,32.0,1.0,apartamentowiec,biuro nieruchomości,3500.0
Włochy,32.0,1.0,apartamentowiec,biuro nieruchomości,3500.0
Ursus,46.0,2.0,blok,biuro nieruchomości,2600.0
Targówek,50.0,2.0,dom wolnostojący,biuro nieruchomości,2500.0
Bemowo,56.5,3.0,blok,prywatny,3241.0
Wesoła,86.88,3.0,kamienica,prywatny,5700.0
Wola,56.0,3.0,blok,prywatny,4000.0
Wola,23.0,1.0,blok,biuro nieruchomości,3050.0
Ursus,61.0,3.0,blok,biuro nieruchomości,5500.0
Mokotów,37.4,2.0,blok,biuro nieruchomości,3300.0
Bielany,36.3,1.0,blok,biuro nieruchomości,3100.0
Włochy,32.0,1.0,apartamentowiec,biuro nieruchomości,3500.0
Wola,34.0,2.0,apartamentowiec,biuro nieruchomości,5800.0
Śródmieście,45.0,2.0,kamienica,biuro nieruchomości,3600.0
Mokotów,52.31,2.0,apartamentowiec,biuro nieruchomości,4999.0
Mokotów,32.91,1.0,apartamentowiec,biuro nieruchomości,1900.0
Praga-Południe,44.48,2.0,apartamentowiec,biuro nieruchomości,4250.0
Bielany,31.0,2.0,apartamentowiec,biuro nieruchomości,3500.0
Mokotów,92.68,3.0,kamienica,biuro nieruchomości,5601.0
Białołęka,35.0,2.0,apartamentowiec,biuro nieruchomości,3650.0
Ursynów,105.0,4.0,apartamentowiec,biuro nieruchomości,6900.0
Targówek,37.0,1.0,blok,biuro nieruchomości,2900.0
Śródmieście,77.0,2.0,blok,biuro nieruchomości,20000.0
Mokotów,114.0,4.0,blok,biuro nieruchomości,7100.0
Ursynów,34.5,1.0,blok,prywatny,3200.0
Włochy,77.74,4.0,apartamentowiec,biuro nieruchomości,9300.0
Wilanów,75.0,3.0,blok,biuro nieruchomości,6500.0
Wilanów,87.0,3.0,apartamentowiec,biuro nieruchomości,7200.0
Praga-Północ,50.0,2.0,blok,prywatny,3700.0
Praga-Południe,51.0,2.0,blok,biuro nieruchomości,2700.0
Mokotów,120.0,4.0,apartamentowiec,biuro nieruchomości,14450.0
Śródmieście,44.0,2.0,kamienica,biuro nieruchomości,5180.0
Wola,42.62,2.0,blok,prywatny,3500.0
Żoliborz,46.0,2.0,apartamentowiec,prywatny,5550.0
Mokotów,114.0,5.0,apartamentowiec,biuro nieruchomości,11000.0
Żoliborz,72.0,3.0,kamienica,biuro nieruchomości,7000.0
Śródmieście,172.4,3.0,apartamentowiec,biuro nieruchomości,40000.0
Wola,108.0,4.0,apartamentowiec,biuro nieruchomości,11700.0
Wola,32.0,2.0,blok,prywatny,3140.0
Wola,44.18,2.0,apartamentowiec,biuro nieruchomości,3750.0
Mokotów,82.0,3.0,apartamentowiec,biuro nieruchomości,9140.0
Mokotów,141.3,3.0,apartamentowiec,biuro nieruchomości,10000.0
Ursus,39.0,2.0,blok,prywatny,2900.0
Wilanów,75.0,3.0,blok,biuro nieruchomości,7300.0
Śródmieście,197.0,4.0,apartamentowiec,biuro nieruchomości,15820.0
Bemowo,65.0,3.0,blok,prywatny,3801.0
Wola,14.0,1.0,apartamentowiec,biuro nieruchomości,2925.0
Wola,73.0,3.0,blok,biuro nieruchomości,10500.0
Wola,15.0,1.0,apartamentowiec,biuro nieruchomości,3500.0
Śródmieście,28.0,2.0,blok,biuro nieruchomości,3000.0
Śródmieście,328.0,7.0,apartamentowiec,biuro nieruchomości,39490.0
Żoliborz,68.0,3.0,blok,biuro nieruchomości,4500.0
Wola,50.0,2.0,apartamentowiec,biuro nieruchomości,4500.0
Praga-Północ,80.0,3.0,apartamentowiec,biuro nieruchomości,9000.0
Wilanów,177.0,5.0,apartamentowiec,biuro nieruchomości,12430.0
Mokotów,39.56,2.0,apartamentowiec,biuro nieruchomości,4201.75
Bielany,42.0,2.0,apartamentowiec,biuro nieruchomości,4800.0
Śródmieście,32.0,1.0,kamienica,biuro nieruchomości,2250.0
Mokotów,111.0,3.0,apartamentowiec,biuro nieruchomości,10001.0
Bielany,37.0,1.0,blok,biuro nieruchomości,2814.0
Wilanów,54.0,2.0,apartamentowiec,biuro nieruchomości,3700.0
Mokotów,60.0,2.0,apartamentowiec,biuro nieruchomości,4700.0
Ursynów,34.0,1.0,apartamentowiec,biuro nieruchomości,2701.0
Mokotów,255.0,5.0,apartamentowiec,biuro nieruchomości,17000.0
Bemowo,49.0,2.0,blok,prywatny,4951.0
Targówek,48.7,2.0,blok,prywatny,3850.0
Wilanów,43.0,2.0,apartamentowiec,biuro nieruchomości,3700.0
Mokotów,141.0,4.0,apartamentowiec,biuro nieruchomości,21000.0
Śródmieście,53.0,2.0,blok,biuro nieruchomości,13000.0
Śródmieście,160.0,4.0,apartamentowiec,biuro nieruchomości,38000.0
Śródmieście,160.0,3.0,apartamentowiec,biuro nieruchomości,40000.0
Ursus,40.0,2.0,apartamentowiec,prywatny,3800.0
Praga-Południe,65.0,3.0,blok,prywatny,4200.0
Bielany,216.0,4.0,apartamentowiec,biuro nieruchomości,17471.0
Ochota,52.0,2.0,apartamentowiec,biuro nieruchomości,3850.0
Bemowo,27.0,1.0,blok,prywatny,2900.0
Wola,17.0,1.0,blok,prywatny,2000.0
Mokotów,41.0,2.0,apartamentowiec,biuro nieruchomości,3100.0
Bemowo,35.0,2.0,apartamentowiec,prywatny,3400.0
Żoliborz,110.0,4.0,blok,biuro nieruchomości,5000.0
Śródmieście,35.0,1.0,kamienica,biuro nieruchomości,4400.0
Ursynów,70.0,2.0,apartamentowiec,biuro nieruchomości,4650.0
Żoliborz,35.28,2.0,apartamentowiec,biuro nieruchomości,3079.0
Wola,48.0,3.0,blok,biuro nieruchomości,4000.0
Żoliborz,49.0,2.0,apartamentowiec,biuro nieruchomości,3000.0
Mokotów,81.65,3.0,apartamentowiec,biuro nieruchomości,9140.0
Bielany,87.0,4.0,blok,biuro nieruchomości,6000.0
Ochota,36.0,1.0,apartamentowiec,biuro nieruchomości,2700.0
Wola,37.0,2.0,apartamentowiec,biuro nieruchomości,4600.0
Białołęka,68.0,3.0,apartamentowiec,prywatny,4600.0
Ursynów,51.5,1.0,blok,prywatny,3700.0
Ursynów,74.1,3.0,blok,biuro nieruchomości,3950.0
Bemowo,64.0,3.0,apartamentowiec,biuro nieruchomości,5000.0
Bemowo,56.0,3.0,blok,prywatny,5250.0
Białołęka,79.0,2.0,blok,prywatny,3500.0
Mokotów,83.0,3.0,kamienica,biuro nieruchomości,8200.0
Żoliborz,48.0,2.0,apartamentowiec,prywatny,4600.0
Praga-Północ,34.0,1.0,blok,prywatny,2700.0
Mokotów,55.0,2.0,blok,prywatny,4500.0
Śródmieście,88.0,3.0,apartamentowiec,biuro nieruchomości,6000.0
Wola,68.0,2.0,apartamentowiec,biuro nieruchomości,5600.0
Bemowo,34.0,1.0,blok,biuro nieruchomości,2300.0
Białołęka,62.0,3.0,blok,biuro nieruchomości,4300.0
Mokotów,39.0,2.0,blok,biuro nieruchomości,3620.0
Mokotów,120.0,4.0,apartamentowiec,biuro nieruchomości,12700.0
Włochy,32.0,1.0,apartamentowiec,biuro nieruchomości,3500.0
Wola,74.0,3.0,apartamentowiec,biuro nieruchomości,7400.0
Wola,80.0,3.0,apartamentowiec,biuro nieruchomości,16000.0
Śródmieście,160.0,3.0,apartamentowiec,biuro nieruchomości,40000.0
Mokotów,35.0,1.0,apartamentowiec,biuro nieruchomości,2900.0
Włochy,27.0,1.0,apartamentowiec,biuro nieruchomości,3990.0
Śródmieście,25.0,1.0,blok,biuro nieruchomości,3430.0
Wilanów,55.5,2.0,apartamentowiec,biuro nieruchomości,4750.0
Mokotów,56.6,2.0,kamienica,biuro nieruchomości,6553.0
Wola,28.0,1.0,blok,prywatny,2500.0
Ochota,28.0,1.0,blok,prywatny,3050.0
Mokotów,38.2,2.0,blok,biuro nieruchomości,4096.0
Wilanów,80.0,4.0,apartamentowiec,biuro nieruchomości,9000.0
Mokotów,87.0,3.0,apartamentowiec,biuro nieruchomości,6390.0
Bielany,52.0,3.0,blok,biuro nieruchomości,2600.0
Wola,50.0,2.0,blok,prywatny,4001.0
Mokotów,46.0,2.0,blok,biuro nieruchomości,4000.0
Bielany,87.0,3.0,apartamentowiec,biuro nieruchomości,4625.0
Żoliborz,71.73,4.0,kamienica,biuro nieruchomości,7562.0
Mokotów,163.0,5.0,apartamentowiec,biuro nieruchomości,18700.0
Praga-Północ,59.0,2.0,blok,biuro nieruchomości,3400.0
Białołęka,42.27,2.0,blok,biuro nieruchomości,3490.0
Ursynów,88.0,4.0,blok,biuro nieruchomości,5970.0
Śródmieście,68.2,2.0,blok,biuro nieruchomości,5500.0
Śródmieście,52.0,2.0,blok,biuro nieruchomości,3500.0
Żoliborz,50.0,2.0,kamienica,biuro nieruchomości,5630.0
Ochota,68.0,3.0,kamienica,biuro nieruchomości,6300.0
Mokotów,40.56,1.0,kamienica,biuro nieruchomości,2300.0
Bielany,46.0,2.0,blok,biuro nieruchomości,3400.0
Ursynów,52.0,2.0,blok,biuro nieruchomości,3617.0
Ochota,92.0,3.0,kamienica,biuro nieruchomości,6000.0
Mokotów,102.0,4.0,blok,biuro nieruchomości,7700.0
Ursus,38.0,2.0,blok,biuro nieruchomości,3250.0
Żoliborz,130.0,3.0,apartamentowiec,biuro nieruchomości,16500.0
Żoliborz,190.0,4.0,blok,biuro nieruchomości,15900.0
Śródmieście,100.0,3.0,kamienica,biuro nieruchomości,14000.0
Włochy,32.0,1.0,apartamentowiec,biuro nieruchomości,3800.0
Bemowo,53.0,2.0,blok,prywatny,4005.0
Bemowo,88.0,3.0,apartamentowiec,prywatny,6600.0
Żoliborz,72.0,3.0,apartamentowiec,prywatny,4901.0
Ursynów,41.0,1.0,apartamentowiec,prywatny,2650.0
Bielany,48.0,2.0,kamienica,biuro nieruchomości,2900.0
Mokotów,87.0,4.0,apartamentowiec,biuro nieruchomości,9300.0
Śródmieście,110.0,4.0,kamienica,biuro nieruchomości,6900.0
Białołęka,52.0,2.0,blok,prywatny,3280.0
Ursynów,56.0,2.0,dom wolnostojący,biuro nieruchomości,5000.0
Białołęka,58.0,3.0,blok,biuro nieruchomości,3500.0
Śródmieście,40.0,1.0,kamienica,biuro nieruchomości,4000.0
Włochy,32.0,1.0,apartamentowiec,biuro nieruchomości,3800.0
Mokotów,113.0,4.0,apartamentowiec,biuro nieruchomości,11500.0
Mokotów,38.0,2.0,blok,biuro nieruchomości,3700.0
Śródmieście,60.0,2.0,dom wolnostojący,biuro nieruchomości,4350.0
Wola,42.0,2.0,blok,biuro nieruchomości,3500.0
Ochota,59.0,3.0,apartamentowiec,biuro nieruchomości,6960.0
Wilanów,57.0,2.0,apartamentowiec,biuro nieruchomości,4250.0
Śródmieście,65.0,3.0,kamienica,biuro nieruchomości,5500.0
Śródmieście,65.0,3.0,kamienica,biuro nieruchomości,7300.0
Śródmieście,56.0,2.0,kamienica,biuro nieruchomości,6000.0
Śródmieście,28.0,2.0,kamienica,biuro nieruchomości,2000.0
Śródmieście,117.0,4.0,apartamentowiec,biuro nieruchomości,10000.0
Ochota,100.0,5.0,kamienica,biuro nieruchomości,7200.0
Wola,50.0,2.0,blok,prywatny,4100.0
Wilanów,73.0,3.0,blok,prywatny,14200.0
Śródmieście,107.0,2.0,apartamentowiec,biuro nieruchomości,22000.0
Śródmieście,60.0,2.0,apartamentowiec,biuro nieruchomości,5500.0
Śródmieście,45.0,2.0,apartamentowiec,biuro nieruchomości,7000.0
Mokotów,53.0,2.0,blok,biuro nieruchomości,4300.0
Mokotów,110.0,4.0,apartamentowiec,biuro nieruchomości,12900.0
Wilanów,210.0,4.0,apartamentowiec,biuro nieruchomości,28000.0
Śródmieście,160.0,3.0,apartamentowiec,biuro nieruchomości,40000.0
Ursynów,126.0,3.0,dom wolnostojący,biuro nieruchomości,7000.0
Mokotów,124.6,4.0,apartamentowiec,biuro nieruchomości,12778.3
Praga-Południe,40.0,2.0,dom wolnostojący,biuro nieruchomości,4500.0
Bielany,72.0,3.0,blok,biuro nieruchomości,5500.0
Śródmieście,60.0,2.0,blok,biuro nieruchomości,7600.0
Wilanów,100.0,2.0,dom wolnostojący,biuro nieruchomości,5300.0
Praga-Północ,36.0,1.0,apartamentowiec,biuro nieruchomości,4000.0
Bemowo,88.0,3.0,blok,biuro nieruchomości,6099.0
Praga-Północ,49.0,2.0,apartamentowiec,biuro nieruchomości,4020.0
Śródmieście,50.0,2.0,kamienica,biuro nieruchomości,7060.0
Wola,79.5,3.0,blok,biuro nieruchomości,6250.0
Wola,108.0,4.0,blok,biuro nieruchomości,8800.0
Śródmieście,43.0,2.0,apartamentowiec,biuro nieruchomości,5699.0
Mokotów,65.0,3.0,apartamentowiec,biuro nieruchomości,7500.0
Śródmieście,110.0,4.0,apartamentowiec,biuro nieruchomości,13000.0
Wola,40.0,2.0,apartamentowiec,biuro nieruchomości,5000.0
Wola,30.0,2.0,apartamentowiec,prywatny,3300.0
Wola,61.0,3.0,kamienica,prywatny,6060.0
Mokotów,51.0,3.0,blok,biuro nieruchomości,3600.0
Bielany,53.0,2.0,blok,biuro nieruchomości,3500.0
Bemowo,68.2,3.0,apartamentowiec,biuro nieruchomości,3850.0
Śródmieście,93.0,4.0,kamienica,biuro nieruchomości,7500.0
Śródmieście,57.0,2.0,kamienica,biuro nieruchomości,3300.0
Bielany,57.0,2.0,blok,biuro nieruchomości,5700.0
Wola,71.0,3.0,apartamentowiec,biuro nieruchomości,5500.0
Śródmieście,110.0,3.0,apartamentowiec,biuro nieruchomości,10500.0
Śródmieście,103.0,4.0,blok,biuro nieruchomości,8200.0
Mokotów,80.0,3.0,blok,biuro nieruchomości,5998.0
Białołęka,51.4,2.0,dom wolnostojący,biuro nieruchomości,3617.0
Mokotów,30.0,1.0,apartamentowiec,biuro nieruchomości,3000.0
Mokotów,40.0,2.0,apartamentowiec,biuro nieruchomości,4000.0
Śródmieście,160.0,4.0,apartamentowiec,biuro nieruchomości,45000.0
Żoliborz,26.0,1.0,blok,prywatny,2500.0
Ursynów,67.0,3.0,blok,biuro nieruchomości,4400.0
Wola,27.0,1.0,blok,biuro nieruchomości,2870.0
Mokotów,147.8,4.0,apartamentowiec,biuro nieruchomości,12500.0
Targówek,49.5,2.0,blok,biuro nieruchomości,2800.0
Żoliborz,115.0,5.0,apartamentowiec,biuro nieruchomości,12250.0
Wola,83.0,2.0,blok,biuro nieruchomości,11000.0
Ochota,41.0,2.0,apartamentowiec,biuro nieruchomości,3650.0
Białołęka,51.5,3.0,apartamentowiec,biuro nieruchomości,5000.0
Wola,44.22,2.0,apartamentowiec,biuro nieruchomości,5500.0
Bielany,72.0,3.0,blok,biuro nieruchomości,5000.0
Śródmieście,62.5,2.0,kamienica,biuro nieruchomości,4500.0
Włochy,67.0,3.0,kamienica,biuro nieruchomości,5500.0
Ursynów,105.0,4.0,apartamentowiec,biuro nieruchomości,8685.0
Śródmieście,110.0,3.0,apartamentowiec,biuro nieruchomości,7500.0
Mokotów,54.0,2.0,apartamentowiec,biuro nieruchomości,4600.0
Praga-Południe,27.0,1.0,blok,biuro nieruchomości,2250.0
Śródmieście,60.0,2.0,apartamentowiec,biuro nieruchomości,4300.0
Mokotów,52.0,2.0,apartamentowiec,biuro nieruchomości,4500.0
Bemowo,40.0,1.0,blok,prywatny,3500.0
Bielany,35.0,2.0,blok,prywatny,2940.0
Białołęka,40.0,2.0,blok,biuro nieruchomości,2750.0
Ursynów,53.6,2.0,blok,biuro nieruchomości,3200.0
Żoliborz,109.6,3.0,blok,biuro nieruchomości,9000.0
Mokotów,125.0,4.0,apartamentowiec,biuro nieruchomości,7200.0
Ochota,105.0,4.0,blok,biuro nieruchomości,10000.0
Ursynów,82.0,4.0,blok,biuro nieruchomości,4700.0
Białołęka,60.0,3.0,blok,biuro nieruchomości,3751.0
Śródmieście,96.6,3.0,kamienica,biuro nieruchomości,7000.0
Śródmieście,83.0,3.0,kamienica,biuro nieruchomości,11000.0
Wilanów,105.0,3.0,apartamentowiec,biuro nieruchomości,6600.0
Ursynów,51.0,2.0,dom wolnostojący,biuro nieruchomości,4400.0
Ursus,60.0,3.0,blok,biuro nieruchomości,5500.0
Mokotów,252.0,6.0,apartamentowiec,biuro nieruchomości,20000.0
Żoliborz,45.0,2.0,apartamentowiec,biuro nieruchomości,4500.0
Mokotów,42.0,2.0,blok,biuro nieruchomości,4000.0
Mokotów,102.0,4.0,apartamentowiec,biuro nieruchomości,12000.0
Mokotów,46.0,2.0,apartamentowiec,biuro nieruchomości,3000.0
Ursynów,40.0,2.0,blok,biuro nieruchomości,3500.0
Śródmieście,87.0,3.0,kamienica,biuro nieruchomości,7500.0
Żoliborz,36.0,2.0,blok,biuro nieruchomości,2550.0
Wola,55.98,4.0,blok,biuro nieruchomości,6000.0
Targówek,130.0,10.0,dom wolnostojący,biuro nieruchomości,9900.0
Białołęka,39.0,2.0,blok,biuro nieruchomości,3000.0
Mokotów,110.0,4.0,apartamentowiec,biuro nieruchomości,12000.0
Włochy,45.0,2.0,apartamentowiec,prywatny,4050.0
Wilanów,42.0,2.0,blok,prywatny,3800.0
Ursus,35.0,2.0,blok,prywatny,3300.0
Śródmieście,34.0,2.0,blok,biuro nieruchomości,3000.0
